ID,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
3416,Honda,City ZXGXI,"£1,675,000.00",2008,Mumbai,Petrol,80423KM,Manual,2,37259
3417,Honda,CityVX MT PETROL,"£861,648.00",2017,Mumbai,Petrol,74252KM,Manual,1,19167
3418,Ford,Ecosport1.5 TREND TDCI,"£532,799.00",2014,Mumbai,Diesel,95884KM,Manual,2,11852
3419,Maruti,Vitara BrezzaZDI,"£938,599.00",2019,Mumbai,Diesel,57606KM,Manual,1,20879
3420,Maruti,Swift DzireVXI 1.2 BS IV,"£404,399.00",2012,Mumbai,Petrol,106738KM,Manual,1,8996
3421,Honda,Amaze1.5 EMT I DTEC,"£525,000.00",2016,Mumbai,Diesel,56889KM,Manual,1,11678
3422,BMW,5 Series525D 3.0,"£1,630,199.00",2011,Mumbai,Diesel,77266KM,Automatic,1,36263
3423,Toyota,Innova2.5 G4 7 STR,"£527,899.00",2010,Mumbai,Diesel,142592KM,Manual,2,11743
3424,Honda,Amaze1.2 SMT I VTEC,"£403,299.00",2014,Mumbai,Petrol,146858KM,Manual,1,8971
3425,Hyundai,Elite i20SPORTZ 1.2,"£558,199.00",2015,Mumbai,Petrol,88329KM,Manual,1,12417
3426,Honda,Amaze1.2 SAT I VTEC,"£429,999.00",2015,Mumbai,Petrol,115022KM,Automatic,1,9565
3427,Honda,CityV MT PETROL,"£491,599.00",2012,Mumbai,Petrol,90571KM,Manual,2,10935
3428,Toyota,Innova2.5 G2,"£511,000.00",2010,Mumbai,Diesel,142988KM,Manual,2,11367
3429,Tata,ManzaELAN QUADRAJET BS IV,"£250,000.00",2012,Mumbai,Diesel,95278KM,Manual,2,5561
3430,Maruti,Swift DzireVDI,"£438,899.00",2013,Mumbai,Diesel,161540KM,Manual,1,9763
3431,Volkswagen,PoloHIGHLINE1.5L DIESEL,"£386,725.00",2014,Mumbai,Diesel,138316KM,Manual,1,8602
3432,Volkswagen,VentoCOMFORTLINE DIESEL,"£417,399.00",2013,Mumbai,Diesel,120100KM,Manual,1,9285
3433,Skoda,Rapid1.6 TDI MT AMBITION,"£390,000.00",2012,Mumbai,Diesel,92158KM,Manual,1,8675
3434,Maruti,CiazZXI PLUS,"£625,000.00",2015,Mumbai,Petrol,71429KM,Manual,1,13903
3435,Maruti,CiazZXI AT,"£648,299.00",2015,Mumbai,Petrol,92368KM,Automatic,1,14421
3436,Volkswagen,VentoHIGHLINE TDI AT,"£821,099.00",2017,Mumbai,Diesel,95513KM,Automatic,1,18265
3437,Ford,Ecosport1.5TITANIUM TDCI,"£568,399.00",2015,Mumbai,Diesel,96574KM,Manual,1,12644
3438,Maruti,Swift DzireVDI BS IV,"£431,299.00",2012,Mumbai,Diesel,161606KM,Manual,1,9594
3439,Honda,Amaze1.2 SMT I VTEC,"£416,099.00",2014,Mumbai,Petrol,116242KM,Manual,1,9256
3440,Honda,City1.5 E MT PETROL,"£527,899.00",2012,Mumbai,Petrol,75617KM,Manual,1,11743
3441,Honda,Amaze1.2 SMT I VTEC,"£471,799.00",2013,Mumbai,Petrol,123763KM,Manual,1,10495
3442,Ford,Figo1.4 TITANIUM DURATORQ,"£320,000.00",2014,Mumbai,Diesel,76291KM,Manual,1,7118
3443,Hyundai,Verna1.6 SX VTVT AT (O),"£1,097,000.00",2018,Mumbai,Petrol,42194KM,Automatic,1,24402
3444,Volkswagen,VentoCOMFORTLINE DIESEL,"£450,000.00",2014,Mumbai,Diesel,74078KM,Manual,1,10010
3445,Mahindra,BoleroSLE BS III,"£560,000.00",2015,Mumbai,Diesel,67666KM,Manual,1,12457
3446,BMW,3 Series320D LUXURYLINE,"£1,625,999.00",2015,Mumbai,Diesel,95239KM,Automatic,1,36169
3447,Mercedes,Benz E ClassE 220 CDI ELEGANCE,"£1,018,000.00",2012,Mumbai,Diesel,66918KM,Manual,1,22645
3448,Hyundai,i10MAGNA 1.1 IRDE2,"£325,000.00",2013,Mumbai,Petrol + CNG,70258KM,Manual,1,7229
3449,Hyundai,Grand i10ASTA 1.1 (O) CRDI,"£485,000.00",2015,Mumbai,Diesel,113498KM,Manual,1,10789
3450,Mahindra,XUV500W10 AT,"£1,099,000.00",2016,Mumbai,Diesel,82947KM,Automatic,1,24447
3451,Maruti,CiazZXI,"£607,099.00",2015,Mumbai,Petrol,101560KM,Manual,1,13505
3452,Mahindra,ScorpioVLX 4WD BS IV,"£375,000.00",2010,Mumbai,Diesel,172236KM,Manual,2,8342
3453,Toyota,Innova Crysta2.4 VX 7 STR,"£1,524,000.00",2016,Mumbai,Diesel,93758KM,Manual,1,33901
3454,Toyota,Innova2.5 VX 7 STR BS IV,"£957,099.00",2015,Mumbai,Diesel,88998KM,Manual,3,21290
3455,Maruti,SwiftVDI,"£317,899.00",2011,Mumbai,Diesel,175435KM,Manual,1,7071
3456,Hyundai,VernaFLUIDIC 1.6 SX CRDI OPT,"£445,499.00",2011,Mumbai,Diesel,144101KM,Manual,1,9910
3457,Volkswagen,PoloHIGHLINE1.2L DIESEL,"£360,000.00",2012,Mumbai,Diesel,80363KM,Manual,1,8008
3458,BMW,3 Series320D SPORTLINE,"£1,613,399.00",2014,Mumbai,Diesel,76122KM,Automatic,1,35889
3459,Volkswagen,VentoCOMFORTLINE DIESEL,"£376,699.00",2013,Mumbai,Diesel,146692KM,Manual,1,8379
3460,Hyundai,Santa Fe4WD,"£825,000.00",2013,Mumbai,Diesel,78195KM,Manual,1,18352
3461,Maruti,ErtigaVDI ABS,"£525,000.00",2012,Mumbai,Diesel,109572KM,Manual,2,11678
3462,Mahindra,Scorpio2.5 TURBO M2DI,"£366,000.00",2010,Mumbai,Diesel,152405KM,Manual,1,8141
3463,Honda,CitySV CVT PETROL,"£573,599.00",2014,Mumbai,Petrol,107517KM,Automatic,1,12759
3464,Maruti,S CrossZETA 1.6,"£609,299.00",2015,Mumbai,Diesel,110006KM,Manual,1,13554
3465,Maruti,Vitara BrezzaVDI OPT,"£775,000.00",2017,Mumbai,Diesel,75421KM,Manual,1,17239
3466,Maruti,ErtigaVDI ABS,"£544,199.00",2012,Mumbai,Diesel,141061KM,Manual,1,12105
3467,Toyota,Fortuner3.0 MT 4X2,"£1,125,000.00",2012,Mumbai,Diesel,68536KM,Manual,2,25025
3468,Maruti,Vitara BrezzaZDI PLUS,"£856,450.00",2017,Mumbai,Diesel,114527KM,Manual,1,19051
3469,Toyota,Innova2.5 GX 8 STR BS IV,"£700,000.00",2013,Mumbai,Diesel,143442KM,Manual,2,15571
3470,BMW,3 Series320D LUXURYLINE,"£1,603,199.00",2014,Mumbai,Diesel,75353KM,Automatic,3,35662
3471,Mahindra,XUV500W8 FWD,"£569,000.00",2013,Mumbai,Diesel,135326KM,Manual,1,12657
3472,Maruti,Swift DzireVDI BS IV,"£412,699.00",2013,Mumbai,Diesel,199106KM,Manual,2,9180
3473,Volkswagen,VentoCOMFORTLINE DIESEL,"£350,000.00",2012,Mumbai,Diesel,141845KM,Manual,1,7786
3474,Toyota,,"£296,999.00",2009,Mumbai,Petrol,246967KM,,2,6607
3475,Mahindra,XUV500W8 FWD,"£725,000.00",2014,Mumbai,Diesel,118113KM,Manual,1,16127
3476,Hyundai,Elite i20ASTA 1.4 CRDI,"£550,000.00",2014,Mumbai,Diesel,69682KM,Manual,1,12234
3477,Toyota,Fortuner3.0 MT 4X4,"£810,000.00",2010,Mumbai,Diesel,137624KM,Manual,2,18018
3478,Mahindra,XUV500W8 FWD,"£568,000.00",2012,Mumbai,Diesel,104215KM,Manual,1,12635
3479,Maruti,Wagon R 1.0LXI CNG,"£335,000.00",2014,Mumbai,Petrol + CNG,165231KM,Manual,1,7452
3480,Toyota,Fortuner3.0 AT 4X2,"£1,837,099.00",2016,Mumbai,Diesel,170991KM,Automatic,1,40865
3481,Toyota,Innova2.5 G4 8 STR,"£494,599.00",2010,Mumbai,Diesel,233928KM,Manual,2,11002
3482,Hyundai,i20 Active1.2 S,"£650,000.00",2016,Mumbai,Petrol,80962KM,Manual,1,14459
3483,Toyota,Innova2.5 V 8 STR,"£574,699.00",2010,Mumbai,Diesel,247917KM,Manual,1,12784
3484,Hyundai,Santa Fe2WD AT,"£1,141,000.00",2014,Mumbai,Diesel,74571KM,Automatic,1,25381
3485,Volkswagen,JettaHIGHLINE 2.0 TDI MT,"£669,399.00",2015,Mumbai,Diesel,123125KM,Manual,1,14890
3486,Volkswagen,PoloCOMFORTLINE 1.2L DIESEL,"£425,000.00",2013,Mumbai,Diesel,85577KM,Manual,2,9454
3487,Toyota,Innova2.5 G4 8 STR,"£540,000.00",2010,Mumbai,Diesel,171011KM,Manual,1,12012
3488,Toyota,Innova2.5 VX 7 STR BS IV,"£890,000.00",2013,Mumbai,Diesel,166968KM,Manual,1,19798
3489,Toyota,Innova2.5 GX 8 STR BS IV,"£975,180.00",2015,Mumbai,Diesel,127983KM,Manual,1,21692
3490,Maruti,ErtigaZXI PLUS,"£732,000.00",2017,Mumbai,Petrol,115438KM,Manual,1,16283
3491,Toyota,Innova2.5 G4 8 STR,"£475,000.00",2008,Mumbai,Diesel,155469KM,Manual,2,10566
3492,Landrover,Freelander 2TD4 SE,"£1,482,899.00",2014,Mumbai,Diesel,117361KM,Automatic,2,32986
3493,Toyota,Innova2.5 VX 7 STR BS IV,"£741,099.00",2012,Mumbai,Diesel,245329KM,Manual,1,16485
3494,Tata,TIGORRevotron XT,"£578,999.00",2018,Mumbai,Petrol,16715KM,Manual,1,12880
3495,Mahindra,XUV500W8 FWD,"£686,999.00",2014,Mumbai,Diesel,168600KM,Manual,1,15282
3496,Toyota,Innova2.5 GX 8 STR BS IV,"£700,000.00",2013,Mumbai,Diesel,138343KM,Manual,1,15571
3497,Maruti,DzireVDI,"£654,499.00",2017,Mumbai,Diesel,161087KM,Manual,1,14559
3498,Honda,Amaze1.2 EXMT I VTEC,"£325,699.00",2015,Mumbai,Petrol,162610KM,Manual,1,7245
3499,Maruti,Wagon R 1.0VXI,"£317,099.00",2011,Mumbai,Petrol,113284KM,Manual,1,7054
3500,Maruti,SwiftZDI,"£422,399.00",2014,Mumbai,Diesel,143871KM,Manual,1,9396
3501,Toyota,Fortuner3.0 MT 4X4,"£950,000.00",2011,Mumbai,Diesel,132907KM,Manual,2,21132
3502,Toyota,Innova2.5 G4 7 STR,"£525,000.00",2010,Mumbai,Diesel,164404KM,Manual,1,11678
3503,Toyota,Innova Crysta2.4 ZX 7 STR,"£2,125,000.00",2019,Mumbai,Diesel,31825KM,Manual,1,47269
3504,Toyota,Innova2.5 VX 8 STR BS IV,"£879,099.00",2015,Mumbai,Diesel,165870KM,Manual,1,19555
3505,KIA,,"£1,899,000.00",2020,Mumbai,Petrol,4951KM,,1,42242
3506,Toyota,Innova2.5 VX 7 STR BS IV,"£815,000.00",2013,Mumbai,Diesel,144870KM,Manual,1,18129
3507,Hyundai,i20SPORTZ 1.2 VTVT,"£429,399.00",2013,Mumbai,Petrol + CNG,175537KM,Manual,1,9552
3508,Hyundai,Santa Fe2WD,"£550,000.00",2011,Mumbai,Diesel,170539KM,Manual,3,12234
3509,Toyota,Innova2.5 GX 8 STR BS IV,"£900,000.00",2015,Mumbai,Diesel,150148KM,Manual,1,20020
3510,Toyota,Innova2.5 GX 8 STR BS IV,"£985,000.00",2016,Mumbai,Diesel,187732KM,Manual,1,21911
3511,Hyundai,VernaFLUIDIC 1.6 SX CRDI,"£454,599.00",2012,Mumbai,Diesel,210079KM,Manual,1,10112
3512,Chevrolet,Sail1.3 LS,"£280,000.00",2017,Mumbai,Diesel,174727KM,Manual,1,6228
3513,Maruti,CiazZDI,"£490,000.00",2014,Mumbai,Diesel,122749KM,Manual,1,10900
3514,Renault,Kwid1.0 RXT Opt AT,"£480,000.00",2020,Mumbai,Petrol,2834KM,Automatic,1,10677
3515,Renault,,"£475,000.00",2020,Mumbai,Petrol,10361KM,,1,10566
3516,Honda,Jazz1.2 S MT,"£315,000.00",2012,Mumbai,Petrol,60362KM,Manual,2,7007
3517,Jaguar,XJ3.0 DIESEL PORTFOLIO,"£2,645,000.00",2011,Mumbai,Diesel,46710KM,Automatic,2,58837
3518,Volkswagen,PassatCOMFORTLINE DSG,"£650,000.00",2011,Mumbai,Diesel,57893KM,Automatic,2,14459
3519,Hyundai,New ElantraSX 1.8 MT,"£995,000.00",2016,Mumbai,Petrol,30789KM,Manual,1,22133
3520,Mercedes,Benz E ClassE 200 AVANTGARDE,"£966,899.00",2012,Mumbai,Petrol,98842KM,Manual,2,21508
3521,Toyota,Land CruiserLC200 VX 2 PREMIUM,"£3,495,000.00",2010,Mumbai,Diesel,125306KM,Manual,2,77744
3522,Volkswagen,PoloTRENDLINE 1.2L PETROL,"£377,699.00",2015,Mumbai,Petrol,23244KM,Manual,1,8402
3523,Honda,Amaze1.2 SMT I VTEC,"£380,399.00",2013,Mumbai,Petrol,31019KM,Manual,1,8462
3524,Maruti,,"£303,099.00",2015,Mumbai,Petrol,11068KM,,1,6742
3525,Maruti,Wagon R 1.0LXI,"£354,899.00",2012,Mumbai,Petrol,11983KM,Manual,1,7895
3526,Honda,Brio1.2 S MT I VTEC,"£334,500.00",2015,Mumbai,Petrol,41014KM,Manual,1,7441
3527,Maruti,Wagon R 1.0VXI,"£331,199.00",2014,Mumbai,Petrol,32984KM,Manual,2,7367
3528,Toyota,,"£949,699.00",2021,Mumbai,Petrol,7649KM,,1,21126
3529,Maruti,Alto K10VXI AMT,"£348,599.00",2016,Mumbai,Petrol,15842KM,Manual,1,7754
3530,Maruti,CelerioVXI AMT,"£348,899.00",2014,Mumbai,Petrol,19510KM,Automatic,2,7761
3531,Hyundai,Elite i20ASTA 1.2 (O),"£480,000.00",2015,Mumbai,Petrol,46607KM,Manual,2,10677
3532,Hyundai,i20 Active1.2 S,"£590,199.00",2017,Mumbai,Petrol,22017KM,Manual,2,13129
3533,Nissan,MicraXV PETROL,"£191,599.00",2010,Mumbai,Petrol,70888KM,Manual,2,4262
3534,Maruti,Alto K10VXI,"£315,499.00",2016,Mumbai,Petrol,21933KM,Manual,1,7018
3535,Hyundai,Elite i20ASTA 1.2,"£551,599.00",2015,Mumbai,Petrol,39288KM,Manual,1,12270
3536,Maruti,BalenoZETA 1.2 K12,"£596,620.00",2017,Mumbai,Petrol,15544KM,Manual,1,13271
3537,Skoda,SuperbELEGANCE 1.8 TSI MT,"£480,599.00",2012,Mumbai,Petrol,32144KM,Manual,1,10691
3538,Maruti,Alto 800LXI,"£308,499.00",2018,Mumbai,Petrol,9833KM,Manual,2,6862
3539,Hyundai,i10MAGNA 1.1 IRDE2,"£260,000.00",2011,Mumbai,Petrol,52097KM,Manual,1,5784
3540,Volkswagen,VentoHIGHLINE PETROL,"£446,499.00",2014,Mumbai,Petrol,51986KM,Manual,1,9932
3541,Maruti,New  Wagon-RLXI CNG 1.0 L,"£550,199.00",2019,Mumbai,Petrol + CNG,21695KM,Manual,1,12239
3542,Hyundai,VernaFLUIDIC 1.6 SX CRDI,"£435,699.00",2012,Mumbai,Diesel,64449KM,Manual,1,9692
3543,Maruti,BalenoZETA 1.2 K12,"£680,099.00",2019,Mumbai,Petrol,14664KM,Manual,1,15128
3544,Maruti,A StarVXI ABS AT,"£251,299.00",2012,Mumbai,Petrol,64310KM,Automatic,1,5590
3545,Hyundai,i20SPORTZ 1.2 O,"£236,799.00",2010,Mumbai,Petrol,44528KM,Manual,1,5267
3546,Hyundai,i20SPORTZ 1.2 VTVT,"£405,799.00",2013,Mumbai,Petrol,54025KM,Manual,2,9027
3547,Hyundai,i20 Active1.2 SX,"£693,099.00",2017,Mumbai,Petrol,12910KM,Manual,1,15418
3548,Volkswagen,AmeoHIGHLINE 1.2,"£545,799.00",2016,Mumbai,Petrol,29098KM,Manual,1,12141
3549,Maruti,Wagon R 1.0LXI,"£246,599.00",2010,Mumbai,Petrol,58624KM,Manual,1,5485
3550,Maruti,Wagon R 1.0VXI,"£286,499.00",2012,Mumbai,Petrol,72101KM,Manual,1,6373
3551,Toyota,EtiosG SP,"£358,899.00",2011,Mumbai,Petrol,46042KM,Manual,1,7984
3552,Maruti,DzireZDI,"£736,999.00",2017,Mumbai,Diesel,16137KM,Manual,1,16394
3553,Audi,A42.0 TDI S LINE,"£1,616,899.00",2013,Mumbai,Diesel,43023KM,Automatic,1,35967
3554,Ford,Ecosport1.5 TITANIUM TI VCT AT,"£482,099.00",2014,Mumbai,Petrol,60946KM,Automatic,1,10724
3555,Hyundai,Elite i20SPORTZ 1.2,"£595,199.00",2017,Mumbai,Petrol,14300KM,Manual,1,13240
3556,Maruti,CiazZXI PLUS,"£646,199.00",2015,Mumbai,Petrol,45689KM,Manual,1,14374
3557,Hyundai,Creta1.6 E + VTVT,"£824,199.00",2017,Mumbai,Petrol,21097KM,Manual,1,18334
3558,MG,,"£1,805,099.00",2019,Mumbai,Petrol,6776KM,,2,40153
3559,Honda,Amaze1.2 SMT I VTEC,"£366,099.00",2014,Mumbai,Petrol,67170KM,Manual,2,8144
3560,Maruti,BalenoDELTA 1.2 K12 AMT,"£625,099.00",2018,Mumbai,Petrol,30840KM,Automatic,1,13905
3561,Ford,,"£989,099.00",2019,Mumbai,Petrol,10868KM,,1,22002
3562,Hyundai,VernaFLUIDIC 1.6 VTVT S (O)  MT,"£661,899.00",2015,Mumbai,Petrol,26547KM,Manual,2,14724
3563,Hyundai,i20MAGNA O 1.4 CRDI,"£256,399.00",2011,Mumbai,Diesel,105739KM,Manual,1,5703
3564,Tata,HexaVaricor 400 XTA,"£1,439,899.00",2019,Mumbai,Diesel,27549KM,Automatic,1,32030
3565,Maruti,SwiftVXI,"£350,299.00",2014,Mumbai,Petrol,66965KM,Manual,2,7792
3566,Tata,NEXONXZ+ 1.5,"£838,099.00",2018,Mumbai,Diesel,30464KM,Manual,1,18643
3567,Maruti,ErtigaZDI SHVS,"£800,299.00",2016,Mumbai,Diesel,45759KM,Manual,1,17802
3568,Hyundai,Verna1.6 SX VTVT AT (O),"£1,161,399.00",2018,Mumbai,Petrol,28849KM,Automatic,1,25835
3569,Hyundai,i10ERA 1.1 IRDE,"£279,899.00",2013,Mumbai,Petrol,68114KM,Manual,1,6226
3570,Maruti,CelerioVXI AMT,"£401,199.00",2014,Mumbai,Petrol,57941KM,Automatic,2,8924
3571,Fiat,Grand PuntoEMOTION 1.3,"£145,799.00",2011,Mumbai,Diesel,108600KM,Manual,1,3243
3572,Volkswagen,VentoCOMFORTLINE DIESEL,"£344,599.00",2014,Mumbai,Diesel,73775KM,Manual,1,7665
3573,Maruti,S CrossDELTA 1.6,"£573,799.00",2015,Mumbai,Diesel,75162KM,Manual,1,12764
3574,Maruti,ErtigaVDI SHVS,"£727,899.00",2017,Mumbai,Diesel,55405KM,Manual,1,16192
3575,Maruti,ErtigaVXI,"£829,437.00",2017,Mumbai,Petrol,18181KM,Manual,1,18450
3576,Maruti,ErtigaVDI SHVS,"£742,999.00",2017,Mumbai,Diesel,79922KM,Manual,2,16528
3577,Hyundai,i20MAGNA O 1.4 CRDI,"£427,099.00",2013,Mumbai,Diesel,69163KM,Manual,1,9501
3578,Toyota,Innova2.5 GX 8 STR BS IV,"£831,999.00",2012,Mumbai,Diesel,85100KM,Manual,1,18507
3579,Maruti,SwiftVXI OPT,"£491,299.00",2016,Mumbai,Petrol,55691KM,Manual,2,10929
3580,Maruti,ErtigaZDI SHVS,"£895,199.00",2016,Mumbai,Diesel,51019KM,Manual,1,19913
3581,Hyundai,Creta1.6 SX PLUS AUTO PETROL,"£1,061,799.00",2017,Mumbai,Petrol,67688KM,Automatic,1,23619
3582,Maruti,CelerioVXI AMT,"£427,499.00",2015,Mumbai,Petrol,67619KM,Automatic,2,9509
3583,Hyundai,Santro XingGL PLUS LPG,"£184,099.00",2012,Mumbai,Petrol + LPG,118882KM,Manual,3,4095
3584,Ford,Ecosport1.5TITANIUM TDCI,"£565,499.00",2015,Mumbai,Diesel,92884KM,Manual,1,12579
3585,Hyundai,Elite i20SPORTZ 1.4,"£544,799.00",2014,Mumbai,Diesel,912380KM,Manual,1,12119
3586,Hyundai,Creta1.6 CRDI SX PLUS AUTO,"£941,799.00",2015,Mumbai,Diesel,72465KM,Automatic,2,20950
3587,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,"£857,275.00",2016,Mumbai,Diesel,65905KM,Manual,1,19070
3588,Honda,WR-V1.2 i-VTEC VX MT,"£719,299.00",2017,Mumbai,Petrol,99996KM,Manual,1,16000
3589,Hyundai,VernaFLUIDIC 1.6 SX VTVT,"£442,299.00",2013,Mumbai,Petrol,130768KM,Manual,1,9839
3590,Toyota,Innova Crysta2.4 VX 8 STR,"£1,396,499.00",2017,Mumbai,Diesel,152809KM,Manual,1,31064
3591,Honda,Mobilio1.5 V I DTEC,"£491,999.00",2015,Mumbai,Diesel,221004KM,Manual,1,10944
3592,Skoda,Rapid1.5 TDI MT Ambition Plus,"£367,199.00",2014,Mumbai,Diesel,153143KM,Manual,1,8168
3593,Mahindra,ScorpioS10,"£778,299.00",2014,Mumbai,Diesel,156184KM,Manual,1,17313
3594,Toyota,Innova Crysta2.8 ZX AT 7 STR,"£1,737,699.00",2016,Mumbai,Diesel,162650KM,Automatic,1,38654
3595,Mahindra,TUV300T8,"£650,000.00",2015,Mumbai,Diesel,130445KM,Manual,1,14459
3596,Maruti,New  Wagon-RZXI 1.2,"£611,999.00",2020,Mumbai,Petrol,17310KM,Manual,1,13614
3597,Hyundai,Elite i20ASTA 1.2,"£583,199.00",2015,Mumbai,Petrol,36667KM,Manual,1,12973
3598,Maruti,Alto K10VXI,"£162,199.00",2012,Mumbai,Petrol,21023KM,Manual,2,3608
3599,Hyundai,AccentGLE,"£150,000.00",2011,Mumbai,Petrol,68002KM,Manual,1,3337
3600,Toyota,EtiosV,"£308,599.00",2013,Mumbai,Petrol,35973KM,Manual,3,6865
3601,Maruti,CelerioZXI OPT,"£350,699.00",2014,Mumbai,Petrol,30338KM,Manual,1,7801
3602,Honda,Amaze1.2 EXMT I VTEC,"£382,999.00",2013,Mumbai,Petrol,14671KM,Manual,1,8520
3603,Hyundai,i20ASTA 1.2,"£268,099.00",2011,Mumbai,Petrol,38262KM,Manual,1,5964
3604,Hyundai,New ElantraS 1.8 MT,"£482,899.00",2013,Mumbai,Petrol,26382KM,Manual,2,10742
3605,Volkswagen,VentoTRENDLINE PETROL,"£220,000.00",2011,Mumbai,Petrol,32037KM,Manual,3,4894
3606,Hyundai,i10MAGNA 1.1 IRDE2,"£371,499.00",2014,Mumbai,Petrol,13068KM,Manual,1,8264
3607,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,"£429,699.00",2016,Mumbai,Petrol,14765KM,Manual,1,9558
3608,Renault,KwidRXT Opt,"£318,299.00",2016,Mumbai,Petrol,24601KM,Manual,1,7080
3609,Maruti,Wagon R 1.0LXI CNG,"£450,899.00",2017,Mumbai,Petrol + CNG,17999KM,Manual,1,10030
3610,Renault,KwidRXT 1.0 EASY-R AT OPTION,"£396,799.00",2018,Mumbai,Petrol,23214KM,Automatic,1,8827
3611,Maruti,Alto 800LXI,"£267,599.00",2015,Mumbai,Petrol,3370KM,Manual,1,5953
3612,Maruti,Alto 800LXI,"£211,899.00",2014,Mumbai,Petrol,29457KM,Manual,1,4714
3613,Honda,CityV MT PETROL,"£337,899.00",2012,Mumbai,Petrol,48291KM,Manual,1,7516
3614,Honda,CityVX MT PETROL,"£670,699.00",2015,Mumbai,Petrol,23989KM,Manual,1,14919
3615,Maruti,Wagon R 1.0LXI CNG,"£229,399.00",2011,Mumbai,Petrol + CNG,51984KM,Manual,2,5103
3616,Hyundai,EonD LITE PLUS,"£204,000.00",2012,Mumbai,Petrol,14795KM,Manual,1,4538
3617,Hyundai,i10ASTA 1.2 AT KAPPA2 WITH SUNROOF,"£343,099.00",2013,Mumbai,Petrol,30599KM,Automatic,3,7632
3618,Hyundai,VernaFLUIDIC 1.6 SX VTVT OPT AT,"£425,899.00",2011,Mumbai,Petrol,41717KM,Automatic,1,9474
3619,Maruti,Eeco5 STR WITH AC PLUSHTR,"£384,099.00",2018,Mumbai,Petrol,7965KM,Manual,1,8544
3620,Honda,CityS MT PETROL,"£402,999.00",2012,Mumbai,Petrol,45977KM,Manual,2,8964
3621,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,"£314,999.00",2013,Mumbai,Petrol,21404KM,Manual,1,7007
3622,Honda,Brio1.2 S MT I VTEC,"£320,399.00",2012,Mumbai,Petrol,42049KM,Manual,1,7127
3623,Maruti,BalenoZETA 1.2 K12,"£611,299.00",2017,Mumbai,Petrol,22889KM,Manual,1,13598
3624,Honda,Jazz1.2 BASE I VTEC,"£283,499.00",2010,Mumbai,Petrol,43651KM,Manual,1,6306
3625,Ford,Figo Aspire1.5 TREND DIESEL,"£596,599.00",2018,Mumbai,Diesel,27760KM,Manual,1,13271
3626,Hyundai,i10MAGNA 1.2 KAPPA2,"£225,099.00",2010,Mumbai,Petrol,41923KM,Manual,2,5007
3627,Honda,Brio1.2 S MT I VTEC,"£239,000.00",2011,Mumbai,Petrol,55264KM,Manual,1,5316
3628,Hyundai,i10ERA 1.1 IRDE,"£200,000.00",2011,Mumbai,Petrol,45682KM,Manual,2,4449
3629,Skoda,Rapid1.0 AMBITION TSI MT,"£963,499.00",2020,Mumbai,Petrol,6981KM,Manual,1,21433
3630,Renault,Lodgy110 PS RXZ 8 STR,"£488,799.00",2015,Mumbai,Diesel,34812KM,Manual,1,10873
3631,Hyundai,VernaFLUIDIC 1.6 VTVT SX AT,"£594,199.00",2014,Mumbai,Petrol,32825KM,Automatic,2,13218
3632,Honda,Amaze1.5 SMT I DTEC,"£340,000.00",2013,Mumbai,Diesel,58362KM,Manual,2,7563
3633,Maruti,CiazVXI,"£536,699.00",2015,Mumbai,Petrol,34107KM,Manual,1,11939
3634,Hyundai,XcentS 1.2,"£415,000.00",2014,Mumbai,Petrol,20488KM,Manual,1,9231
3635,Maruti,,"£639,599.00",2017,Mumbai,Petrol,29429KM,,1,14228
3636,Maruti,Alto 800VXI,"£255,799.00",2015,Mumbai,Petrol,20229KM,Manual,2,5690
3637,Maruti,SwiftZXI AMT,"£656,699.00",2018,Mumbai,Petrol,5844KM,Automatic,1,14608
3638,Maruti,Wagon R 1.0VXI,"£250,699.00",2012,Mumbai,Petrol,41270KM,Manual,2,5577
3639,Maruti,Swift DzireVXI AMT,"£378,399.00",2014,Mumbai,Petrol,56818KM,Automatic,1,8417
3640,Hyundai,i10SPORTZ 1.2 KAPPA2,"£260,000.00",2012,Mumbai,Petrol,45938KM,Manual,1,5784
3641,Skoda,FabiaELEGANCE 1.6 MPI,"£217,000.00",2011,Mumbai,Petrol,55702KM,Manual,1,4827
3642,Maruti,AltoXCITE,"£148,899.00",2009,Mumbai,Petrol,32330KM,Manual,1,3312
3643,Hyundai,Grand i10ASTA 1.2 AT VTVT,"£436,399.00",2015,Mumbai,Petrol,40737KM,Automatic,1,9707
3644,Maruti,Eeco5 STR WITH AC PLUSHTR,"£267,000.00",2011,Mumbai,Petrol + CNG,22185KM,Manual,1,5939
3645,Maruti,Alto K10VXI,"£185,299.00",2010,Mumbai,Petrol,60727KM,Manual,1,4122
3646,Honda,WR-V1.2 i-VTEC VX MT,"£673,099.00",2017,Mumbai,Petrol,30982KM,Manual,2,14973
3647,Tata,TiagoXZA 1.2 REVOTRON,"£497,099.00",2018,Mumbai,Petrol,16384KM,Automatic,1,11058
3648,Renault,TRIBER1.0 RXT,"£551,499.00",2019,Mumbai,Petrol,2058KM,Manual,1,12268
3649,Honda,CityS MT PETROL,"£194,199.00",2009,Mumbai,Petrol,49788KM,Manual,4,4320
